Area Name,Last residence,Total migrants Persons,Total migrants Males,Total migrantsFemales,Work/employment Persons,Work/employment Males,Work/employment Females,Business Persons,Business Males,Business Females,Education Persons,Education Males,Education Females,Marriage Persons,Marriage Males,Marriage Females,Moved after birth Persons,Moved after birth Males,Moved after birth Females,Moved with householdPersons,Moved with household Males,Moved with household Females,Others Persons,Others Males,Others Females
haryana,jharkhand,14007,8638,5369,6400,5943,457,58,48,10,133,70,63,1809,15,1794,190,103,87,3962,1417,2545,1455,1042,413
haryana,odisha,10593,6689,3904,5122,4807,315,51,46,5,113,92,21,1203,12,1191,117,67,50,2894,925,1969,1093,740,353
haryana,chhattisgarh,37237,19732,17505,15581,9005,6576,17,10,7,41,30,11,829,14,815,98,52,46,13847,6183,7664,6824,4438,2386
haryana,madhya pradesh,27491,13624,13867,7995,6685,1310,110,93,17,135,89,46,4345,40,4305,398,244,154,11329,4501,6828,3179,1972,1207
haryana,gujarat,7662,3613,4049,1599,1414,185,44,34,10,77,58,19,1235,13,1222,168,95,73,3623,1427,2196,916,572,344
haryana,daman & diu,39,16,23,5,5,0,0,0,0,1,1,0,14,0,14,1,1,0,14,7,7,4,2,2
haryana,dadra & nagar haveli,85,30,55,12,12,0,0,0,0,1,1,0,42,0,42,2,2,0,20,9,11,8,6,2
haryana,maharashtra,17200,8330,8870,3811,3507,304,98,80,18,217,158,59,2753,42,2711,384,222,162,7784,2946,4838,2153,1375,778
haryana,andhra pradesh,7459,3151,4308,1374,1228,146,21,14,7,187,152,35,1635,21,1614,126,68,58,3223,1109,2114,893,559,334
haryana,karnataka,3560,1691,1869,720,644,76,18,14,4,59,51,8,350,3,347,56,26,30,1974,701,1273,383,252,131
haryana,goa,379,155,224,98,62,36,0,0,0,2,1,1,47,0,47,7,3,4,174,56,118,51,33,18
haryana,lakshadweep,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haryana,kerala,8519,4246,4273,3098,2470,628,34,27,7,163,122,41,865,11,854,351,191,160,3134,931,2203,874,494,380
haryana,tamil nadu,6128,3118,3010,1821,1524,297,26,17,9,130,112,18,589,9,580,131,67,64,2666,902,1764,765,487,278
haryana,puducherry,82,43,39,25,22,3,0,0,0,2,2,0,12,0,12,0,0,0,35,15,20,8,4,4
haryana,andaman & nicobar islands,143,52,91,23,20,3,0,0,0,3,2,1,12,0,12,0,0,0,94,23,71,11,7,4
himachal pradesh,jammu & kashmir,14380,9030,5350,5404,5146,258,298,285,13,583,339,244,2635,71,2564,247,146,101,2717,1055,1662,2496,1988,508
himachal pradesh,himachal pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
himachal pradesh,punjab,146737,42737,104000,18366,16364,2002,1652,1497,155,1593,932,661,78589,659,77930,7262,4215,3047,22283,9251,13032,16992,9819,7173
himachal pradesh,chandigargh,9445,5051,4394,2335,2118,217,89,76,13,352,207,145,1514,26,1488,930,507,423,2472,945,1527,1753,1172,581
himachal pradesh,uttranchal,17117,7766,9351,4601,4307,294,154,137,17,321,253,68,5669,71,5598,345,183,162,4065,1477,2588,1962,1338,624
himachal pradesh,haryana,27939,9942,17997,4892,4463,429,376,343,33,314,190,124,12393,125,12268,1128,651,477,5966,2364,3602,2870,1806,1064
himachal pradesh,nct of delhi,14109,7964,6145,3436,3216,220,200,176,24,333,174,159,2092,39,2053,874,472,402,4025,1552,2473,3149,2335,814
himachal pradesh,rajasthan,8963,5092,3871,3115,2513,602,90,74,16,82,62,20,602,10,592,175,105,70,3693,1483,2210,1206,845,361
himachal pradesh,uttar pradesh,46148,30645,15503,21019,19719,1300,847,800,47,402,281,121,3939,61,3878,748,434,314,13802,5252,8550,5391,4098,1293
himachal pradesh,bihar,22571,18520,4051,15132,14692,440,126,119,7,296,263,33,510,21,489,91,47,44,4212,1552,2660,2204,1826,378
himachal pradesh,sikkim,273,177,96,80,72,8,1,1,0,9,8,1,23,2,21,1,0,1,86,34,52,73,60,13
himachal pradesh,arunachal pradesh,244,164,80,49,47,2,3,3,0,63,39,24,12,0,12,6,2,4,28,11,17,83,62,21
himachal pradesh,nagaland,189,120,69,43,42,1,2,0,2,13,8,5,5,1,4,5,2,3,56,15,41,65,52,13
himachal pradesh,manipur,237,151,86,72,71,1,0,0,0,10,5,5,5,0,5,5,1,4,100,37,63,45,37,8
himachal pradesh,mizoram,91,61,30,37,33,4,0,0,0,3,0,3,5,0,5,1,1,0,16,4,12,29,23,6
himachal pradesh,tripura,93,55,38,27,27,0,0,0,0,1,0,1,16,0,16,2,0,2,28,9,19,19,19,0
himachal pradesh,meghalaya,245,149,96,54,42,12,1,1,0,30,28,2,12,0,12,7,3,4,75,24,51,66,51,15
himachal pradesh,assam,1164,707,457,357,331,26,11,8,3,43,25,18,133,1,132,21,8,13,351,133,218,248,201,47
himachal pradesh,west bengal,7070,5146,1924,3960,3814,146,45,40,5,127,105,22,479,8,471,63,37,26,1628,518,1110,768,624,144
himachal pradesh,jharkhand,7141,5064,2077,4381,3801,580,11,9,2,69,55,14,209,0,209,59,32,27,1607,553,1054,805,614,191
himachal pradesh,odisha,3669,2974,695,2614,2523,91,3,2,1,21,15,6,97,5,92,16,9,7,632,200,432,286,220,66
himachal pradesh,chhattisgarh,8650,4845,3805,3478,2493,985,6,3,3,13,10,3,140,4,136,20,9,11,3956,1615,2341,1037,711,326
himachal pradesh,madhya pradesh,4011,2665,1346,1544,1426,118,26,24,2,55,36,19,221,8,213,92,42,50,1276,458,818,797,671,126
himachal pradesh,gujarat,1316,816,500,379,360,19,13,11,2,26,15,11,93,1,92,58,32,26,468,178,290,279,219,60
himachal pradesh,daman & diu,3,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
himachal pradesh,dadra & nagar haveli,3,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
himachal pradesh,maharashtra,4327,2677,1650,997,939,58,32,26,6,253,209,44,392,6,386,149,86,63,1425,528,897,1079,883,196
himachal pradesh,andhra pradesh,1374,853,521,408,360,48,4,4,0,40,19,21,63,3,60,35,25,10,536,198,338,288,244,44
himachal pradesh,karnataka,1210,763,447,314,266,48,10,8,2,142,100,42,77,4,73,14,11,3,348,133,215,305,241,64
himachal pradesh,goa,125,78,47,30,26,4,1,1,0,13,10,3,7,1,6,2,2,0,35,12,23,37,26,11
himachal pradesh,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
himachal pradesh,kerala,1158,636,522,440,328,112,6,6,0,51,37,14,105,2,103,31,14,17,355,117,238,170,132,38
himachal pradesh,tamil nadu,772,437,335,259,230,29,4,3,1,18,9,9,45,3,42,10,8,2,298,88,210,138,96,42
himachal pradesh,puducherry,24,16,8,6,5,1,0,0,0,4,2,2,1,0,1,0,0,0,5,1,4,8,8,0
himachal pradesh,andaman & nicobar islands,36,21,15,11,11,0,2,1,1,0,0,0,1,0,1,1,1,0,16,3,13,5,5,0
jammu & kashmir,jammu & kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jammu & kashmir,himachal pradesh,9843,4484,5359,1402,1282,120,161,100,61,93,46,47,2977,60,2917,86,56,30,2577,975,1602,2547,1965,582
jammu & kashmir,punjab,41845,15627,26218,6958,5878,1080,721,554,167,226,115,111,15483,313,15170,519,333,186,11132,4385,6747,6806,4049,2757
jammu & kashmir,chandigargh,1460,835,625,352,328,24,26,17,9,21,16,5,186,10,176,34,18,16,466,180,286,375,266,109
jammu & kashmir,uttranchal,5310,3428,1882,639,589,50,32,24,8,64,45,19,223,2,221,27,13,14,1993,712,1281,2332,2043,289
jammu & kashmir,haryana,7109,3881,3228,969,836,133,57,44,13,65,43,22,566,12,554,58,35,23,3429,1296,2133,1965,1615,350
jammu & kashmir,nct of delhi,4062,1825,2237,635,557,78,88,67,21,39,23,16,869,19,850,90,52,38,1455,557,898,886,550,336
jammu & kashmir,rajasthan,5504,2963,2541,755,659,96,54,42,12,37,26,11,198,8,190,50,30,20,3201,1200,2001,1209,998,211
jammu & kashmir,uttar pradesh,19292,12080,7212,4512,4177,335,274,221,53,173,119,54,796,30,766,140,71,69,8173,3096,5077,5224,4366,858
jammu & kashmir,bihar,12187,8139,4048,4482,4184,298,101,87,14,83,66,17,663,35,628,61,38,23,4044,1572,2472,2753,2157,596
jammu & kashmir,sikkim,98,65,33,31,28,3,1,1,0,0,0,0,5,2,3,0,0,0,33,9,24,28,25,3
jammu & kashmir,arunachal pradesh,179,112,67,51,51,0,0,0,0,0,0,0,1,0,1,2,1,1,91,30,61,34,30,4
jammu & kashmir,nagaland,115,61,54,26,25,1,0,0,0,0,0,0,2,0,2,2,2,0,69,19,50,16,15,1
jammu & kashmir,manipur,307,219,88,22,21,1,1,1,0,1,1,0,1,0,1,0,0,0,100,31,69,182,165,17
jammu & kashmir,mizoram,54,24,30,10,8,2,0,0,0,0,0,0,3,0,3,1,0,1,28,6,22,12,10,2
jammu & kashmir,tripura,125,71,54,19,16,3,1,0,1,2,2,0,6,0,6,1,0,1,57,20,37,39,33,6
jammu & kashmir,meghalaya,157,84,73,16,12,4,1,1,0,0,0,0,4,0,4,2,1,1,85,34,51,49,36,13
jammu & kashmir,assam,1774,932,842,153,143,10,5,3,2,23,12,11,50,1,49,9,3,6,1037,361,676,497,409,88
jammu & kashmir,west bengal,5595,3168,2427,1166,1094,72,47,36,11,42,26,16,508,8,500,49,29,20,2235,740,1495,1548,1235,313
jammu & kashmir,jharkhand,1842,1339,503,734,679,55,9,8,1,10,8,2,55,2,53,15,8,7,492,180,312,527,454,73
jammu & kashmir,odisha,4348,3289,1059,2254,2125,129,51,46,5,11,6,5,127,8,119,27,16,11,935,312,623,943,776,167
jammu & kashmir,chhattisgarh,12670,7320,5350,6231,4501,1730,40,27,13,11,10,1,339,16,323,123,58,65,4127,1639,2488,1799,1069,730
jammu & kashmir,madhya pradesh,9736,5691,4045,3099,2372,727,61,41,20,10,7,3,272,6,266,160,91,69,3970,1595,2375,2164,1579,585
jammu & kashmir,gujarat,1759,883,876,159,138,21,18,13,5,3,2,1,92,1,91,8,3,5,883,328,555,596,398,198
jammu & kashmir,daman & diu,11,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,5,2,3
jammu & kashmir,dadra & nagar haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jammu & kashmir,maharashtra,3782,2055,1727,369,325,44,27,14,13,45,25,20,172,4,168,41,25,16,1926,665,1261,1202,997,205
jammu & kashmir,andhra pradesh,2781,1528,1253,368,291,77,9,4,5,8,3,5,136,5,131,14,8,6,1220,411,809,1026,806,220
jammu & kashmir,karnataka,1464,805,659,110,99,11,20,15,5,9,9,0,36,1,35,8,5,3,756,233,523,525,443,82
jammu & kashmir,goa,56,26,30,1,1,0,4,4,0,2,2,0,2,0,2,0,0,0,30,7,23,17,12,5
jammu & kashmir,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jammu & kashmir,kerala,2324,1479,845,186,126,60,10,8,2,32,22,10,35,1,34,17,10,7,904,280,624,1140,1032,108
jammu & kashmir,tamil nadu,2159,1388,771,214,187,27,8,5,3,18,11,7,30,2,28,7,6,1,922,280,642,960,897,63
jammu & kashmir,puducherry,11,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,4,2
jammu & kashmir,andaman & nicobar islands,44,24,20,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,27,11,16,11,9,2
jharkhand,jammu & kashmir,1437,736,701,304,292,12,31,31,0,24,16,8,201,3,198,17,10,7,676,269,407,184,115,69
jharkhand,himachal pradesh,1021,489,532,233,223,10,9,8,1,13,11,2,190,2,188,8,4,4,448,167,281,120,74,46
jharkhand,punjab,12412,6327,6085,3423,3271,152,259,234,25,76,56,20,2692,43,2649,211,137,74,4033,1500,2533,1718,1086,632
jharkhand,chandigargh,1132,449,683,296,224,72,14,13,1,10,9,1,388,4,384,12,8,4,293,125,168,119,66,53
jharkhand,uttranchal,1744,791,953,355,336,19,10,8,2,51,40,11,388,4,384,31,25,6,680,243,437,229,135,94
jharkhand,haryana,4479,2345,2134,949,918,31,240,231,9,60,51,9,919,11,908,69,47,22,1611,666,945,631,421,210
jharkhand,nct of delhi,3365,1696,1669,674,602,72,48,44,4,87,69,18,723,6,717,111,76,35,1020,400,620,702,499,203
jharkhand,rajasthan,10669,5421,5248,2431,2331,100,692,653,39,95,77,18,2753,25,2728,234,169,65,3011,1263,1748,1453,903,550
jharkhand,uttar pradesh,104595,51655,52940,31390,30288,1102,1474,1361,113,1015,819,196,28442,381,28061,2033,1293,740,26935,9644,17291,13306,7869,5437
jharkhand,bihar,1080794,495596,585198,278893,268283,10610,14051,13064,987,17475,14481,2994,332032,4322,327710,18935,11500,7435,283105,106355,176750,136303,77591,58712
jharkhand,sikkim,77,41,36,19,16,3,0,0,0,6,5,1,17,0,17,0,0,0,20,10,10,15,10,5
jharkhand,arunachal pradesh,177,82,95,36,33,3,0,0,0,2,2,0,39,1,38,2,1,1,80,31,49,18,14,4
jharkhand,nagaland,171,83,88,36,33,3,0,0,0,9,6,3,34,1,33,2,2,0,58,19,39,32,22,10
jharkhand,manipur,348,163,185,62,58,4,6,2,4,48,37,11,58,0,58,1,0,1,114,32,82,59,34,25
jharkhand,mizoram,114,47,67,18,12,6,0,0,0,5,4,1,28,0,28,0,0,0,51,24,27,12,7,5
jharkhand,tripura,426,229,197,129,120,9,7,7,0,14,14,0,76,1,75,7,5,2,139,48,91,54,34,20
jharkhand,meghalaya,290,125,165,63,54,9,5,5,0,9,5,4,72,1,71,8,6,2,113,39,74,20,15,5
jharkhand,assam,3650,1556,2094,704,636,68,26,24,2,101,72,29,1026,17,1009,54,36,18,1209,448,761,530,323,207
jharkhand,west bengal,345693,88117,257576,50484,46404,4080,2438,2095,343,2230,1679,551,202240,2143,200097,6258,3666,2592,46078,16306,29772,35965,15824,20141
jharkhand,jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jharkhand,odisha,82192,23074,59118,14868,13352,1516,400,306,94,473,345,128,44752,444,44308,1333,755,578,11730,4059,7671,8636,3813,4823
jharkhand,chhattisgarh,29035,8449,20586,6341,4991,1350,91,57,34,181,95,86,14395,172,14223,380,226,154,4751,1644,3107,2896,1264,1632
jharkhand,madhya pradesh,8871,3430,5441,1929,1730,199,105,94,11,102,74,28,3130,31,3099,176,101,75,2181,769,1412,1248,631,617
jharkhand,gujarat,9965,4803,5162,2372,2241,131,261,233,28,175,130,45,2464,25,2439,285,172,113,2951,1149,1802,1457,853,604
jharkhand,daman & diu,13,5,8,1,1,0,0,0,0,0,0,0,6,0,6,0,0,0,5,4,1,1,0,1
jharkhand,dadra & nagar haveli,22,10,12,7,6,1,0,0,0,0,0,0,8,0,8,0,0,0,1,0,1,6,4,2
jharkhand,maharashtra,6051,2789,3262,1218,1100,118,72,60,12,93,76,17,1584,21,1563,214,117,97,1784,655,1129,1086,760,326
jharkhand,andhra pradesh,9605,4608,4997,2660,2479,181,49,35,14,143,113,30,2197,19,2178,423,241,182,2775,1007,1768,1358,714,644
jharkhand,karnataka,2308,1001,1307,498,442,56,7,5,2,59,45,14,631,7,624,40,21,19,673,243,430,400,238,162
jharkhand,goa,136,69,67,32,28,4,0,0,0,6,4,2,30,0,30,5,2,3,40,17,23,23,18,5
jharkhand,lakshadweep,9,3,6,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,5,1,4,0,0,0
jharkhand,kerala,5659,2535,3124,2138,1545,593,26,20,6,211,74,137,1041,20,1021,175,87,88,1275,416,859,793,373,420
jharkhand,tamil nadu,4217,2045,2172,1243,1116,127,39,35,4,99,72,27,898,14,884,149,92,57,1210,403,807,579,313,266
jharkhand,puducherry,77,37,40,18,17,1,2,2,0,3,2,1,16,0,16,3,2,1,22,6,16,13,8,5
jharkhand,andaman & nicobar islands,184,64,120,33,28,5,1,0,1,10,4,6,39,0,39,7,4,3,56,14,42,38,14,24
karnataka,jammu & kashmir,5806,3682,2124,911,801,110,122,109,13,1534,1245,289,292,18,274,152,83,69,1654,615,1039,1141,811,330
karnataka,himachal pradesh,5934,3641,2293,691,559,132,75,62,13,1073,948,125,406,28,378,100,50,50,1032,417,615,2557,1577,980
karnataka,punjab,7656,4341,3315,1668,1532,136,306,274,32,980,712,268,632,16,616,211,117,94,2654,962,1692,1205,728,477
karnataka,chandigargh,1731,875,856,309,279,30,34,25,9,214,139,75,116,0,116,56,36,20,821,301,520,181,95,86
karnataka,uttranchal,2601,1586,1015,618,558,60,42,35,7,291,237,54,242,19,223,78,47,31,667,255,412,663,435,228
karnataka,haryana,10840,5287,5553,2212,1985,227,297,271,26,716,522,194,2493,54,2439,460,272,188,2745,1053,1692,1917,1130,787
karnataka,nct of delhi,17286,9384,7902,4196,3653,543,536,472,64,2004,1327,677,1376,50,1326,506,299,207,6107,2126,3981,2561,1457,1104
karnataka,rajasthan,78171,46618,31553,15843,15163,680,11439,10838,601,3200,2783,417,13079,180,12899,4690,2756,1934,17146,7160,9986,12774,7738,5036
karnataka,uttar pradesh,38068,24643,13425,12946,12211,735,1428,1322,106,3518,2990,528,3417,98,3319,1181,656,525,9967,3778,6189,5611,3588,2023
karnataka,bihar,27868,20842,7026,13124,12666,458,538,483,55,2878,2593,285,1929,40,1889,594,301,293,4794,1921,2873,4011,2838,1173
karnataka,sikkim,1947,1121,826,94,68,26,21,16,5,316,280,36,63,10,53,17,12,5,395,158,237,1041,577,464
karnataka,arunachal pradesh,1285,977,308,108,94,14,10,8,2,566,517,49,66,3,63,17,10,7,165,63,102,353,282,71
karnataka,nagaland,528,311,217,55,49,6,3,1,2,228,154,74,31,0,31,22,12,10,101,38,63,88,57,31
karnataka,manipur,1446,808,638,169,145,24,23,16,7,784,449,335,84,3,81,52,24,28,129,49,80,205,122,83
karnataka,mizoram,271,145,126,34,26,8,1,1,0,117,76,41,18,0,18,5,2,3,47,15,32,49,25,24
karnataka,tripura,519,373,146,111,101,10,20,19,1,193,173,20,36,1,35,11,7,4,78,28,50,70,44,26
karnataka,meghalaya,756,419,337,137,115,22,6,6,0,200,134,66,50,1,49,7,2,5,242,96,146,114,65,49
karnataka,assam,5506,3388,2118,1423,1312,111,115,102,13,851,645,206,273,14,259,124,72,52,1764,645,1119,956,598,358
karnataka,west bengal,31248,20683,10565,11299,10423,876,916,830,86,4364,3669,695,3014,64,2950,890,500,390,6068,2229,3839,4697,2968,1729
karnataka,jharkhand,5421,3883,1538,1975,1841,134,71,67,4,1259,1093,166,378,9,369,147,69,78,941,360,581,650,444,206
karnataka,odisha,16379,12498,3881,9512,9017,495,166,139,27,1107,941,166,1008,23,985,295,153,142,2268,839,1429,2023,1386,637
karnataka,chhattisgarh,1907,1096,811,578,510,68,50,48,2,186,138,48,254,7,247,77,45,32,479,157,322,283,191,92
karnataka,madhya pradesh,10627,6099,4528,3074,2739,335,286,257,29,891,672,219,1378,27,1351,498,286,212,2733,1074,1659,1767,1044,723
karnataka,gujarat,27346,14633,12713,5069,4639,430,2228,2055,173,2002,1717,285,4424,74,4350,1367,771,596,7823,2959,4864,4433,2418,2015
karnataka,daman & diu,84,47,37,18,15,3,0,0,0,16,16,0,10,1,9,6,2,4,20,5,15,14,8,6
karnataka,dadra & nagar haveli,77,32,45,15,12,3,1,1,0,1,0,1,22,1,21,5,3,2,24,9,15,9,6,3
karnataka,maharashtra,400480,128985,271495,36685,30707,5978,3595,3014,581,4542,3098,1444,173863,1403,172460,65088,39875,25213,56134,21740,34394,60573,29148,31425
karnataka,andhra pradesh,569998,223543,346455,121362,102369,18993,9993,8475,1518,13176,10084,3092,209384,5728,203656,22498,12675,9823,103699,40231,63468,89886,43981,45905
karnataka,karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karnataka,goa,13439,5689,7750,1889,1607,282,117,94,23,760,522,238,3481,37,3444,1696,950,746,3103,1167,1936,2393,1312,1081
karnataka,lakshadweep,39,26,13,11,11,0,3,3,0,10,9,1,4,0,4,1,0,1,7,2,5,3,1,2
karnataka,kerala,260167,132362,127805,75215,65110,10105,7924,7316,608,19909,9236,10673,55240,1655,53585,19297,10531,8766,45520,18168,27352,37062,20346,16716
karnataka,tamil nadu,524857,265040,259817,167131,142193,24938,15035,13047,1988,7166,4806,2360,119550,4551,114999,24016,13170,10846,103100,40728,62372,88859,46545,42314
karnataka,puducherry,3693,1936,1757,1198,1039,159,81,65,16,96,67,29,739,31,708,244,140,104,724,279,445,611,315,296
karnataka,andaman & nicobar islands,490,243,247,104,91,13,6,5,1,77,43,34,54,5,49,16,10,6,144,45,99,89,44,45
kerala,jammu & kashmir,1130,716,414,227,216,11,44,33,11,16,10,6,34,3,31,47,23,24,441,174,267,321,257,64
kerala,himachal pradesh,410,219,191,78,66,12,11,8,3,16,11,5,18,1,17,15,7,8,166,61,105,106,65,41
kerala,punjab,2016,1055,961,323,279,44,29,27,2,46,28,18,101,12,89,117,58,59,923,370,553,477,281,196
kerala,chandigargh,389,214,175,65,57,8,4,4,0,8,4,4,12,2,10,19,10,9,199,90,109,82,47,35
kerala,uttranchal,505,260,245,79,71,8,4,3,1,29,17,12,17,0,17,11,6,5,261,96,165,104,67,37
kerala,haryana,1416,733,683,243,202,41,23,20,3,32,22,10,69,4,65,70,31,39,716,280,436,263,174,89
kerala,nct of delhi,6752,3361,3391,1166,896,270,72,64,8,162,110,52,318,35,283,297,151,146,2993,1133,1860,1744,972,772
kerala,rajasthan,4159,2441,1718,1104,978,126,184,170,14,80,51,29,226,22,204,171,99,72,1544,623,921,850,498,352
kerala,uttar pradesh,6146,3582,2564,1555,1358,197,164,150,14,261,179,82,344,48,296,217,108,109,2344,943,1401,1261,796,465
kerala,bihar,3265,2045,1220,880,807,73,27,26,1,216,166,50,163,21,142,68,37,31,1084,429,655,827,559,268
kerala,sikkim,126,76,50,17,17,0,0,0,0,4,1,3,5,1,4,6,2,4,57,25,32,37,30,7
kerala,arunachal pradesh,364,210,154,61,44,17,0,0,0,38,29,9,12,0,12,12,4,8,139,68,71,102,65,37
kerala,nagaland,559,321,238,92,74,18,4,3,1,38,29,9,31,2,29,22,15,7,237,116,121,135,82,53
kerala,manipur,279,154,125,49,35,14,1,1,0,55,42,13,15,0,15,12,5,7,94,29,65,53,42,11
kerala,mizoram,144,84,60,17,15,2,0,0,0,32,25,7,7,0,7,6,3,3,47,20,27,35,21,14
kerala,tripura,117,74,43,16,15,1,1,1,0,21,15,6,10,0,10,1,1,0,35,16,19,33,26,7
kerala,meghalaya,322,170,152,47,40,7,0,0,0,5,3,2,23,1,22,7,3,4,178,78,100,62,45,17
kerala,assam,1772,1043,729,435,368,67,11,8,3,82,52,30,83,8,75,58,29,29,672,281,391,431,297,134
kerala,west bengal,5309,3284,2025,1790,1624,166,85,74,11,93,66,27,363,29,334,102,57,45,1744,686,1058,1132,748,384
kerala,jharkhand,1541,851,690,351,312,39,6,6,0,75,44,31,91,8,83,42,23,19,675,276,399,301,182,119
kerala,odisha,4007,2649,1358,1714,1600,114,15,13,2,83,56,27,210,19,191,70,35,35,1247,495,752,668,431,237
kerala,chhattisgarh,1852,920,932,266,219,47,4,3,1,47,19,28,185,11,174,50,28,22,920,398,522,380,242,138
kerala,madhya pradesh,4138,2099,2039,711,570,141,22,18,4,108,66,42,349,25,324,171,93,78,1786,736,1050,991,591,400
kerala,gujarat,6519,3398,3121,989,846,143,205,178,27,94,53,41,623,38,585,256,135,121,2544,1040,1504,1808,1108,700
kerala,daman & diu,32,18,14,7,6,1,0,0,0,0,0,0,2,0,2,3,0,3,11,7,4,9,5,4
kerala,dadra & nagar haveli,10,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,4,3,1
kerala,maharashtra,30157,15664,14493,5382,4562,820,575,491,84,342,196,146,2857,220,2637,1371,769,602,12700,5036,7664,6930,4390,2540
kerala,andhra pradesh,12671,6582,6089,3020,2585,435,133,105,28,213,133,80,1048,95,953,479,249,230,5164,1905,3259,2614,1510,1104
kerala,karnataka,63563,26874,36689,9874,7940,1934,601,463,138,1398,1078,320,19761,1585,18176,4436,2416,2020,16494,7536,8958,10999,5856,5143
kerala,goa,1595,694,901,187,154,33,12,7,5,18,12,6,112,6,106,47,24,23,959,337,622,260,154,106
kerala,lakshadweep,976,660,316,171,130,41,9,9,0,346,296,50,49,14,35,6,5,1,218,77,141,177,129,48
kerala,kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerala,tamil nadu,282179,149659,132520,92784,72654,20130,6321,5509,812,1691,999,692,58562,9334,49228,13081,7009,6072,66886,29045,37841,42854,25109,17745
kerala,puducherry,8665,3538,5127,453,361,92,53,47,6,59,34,25,2578,338,2240,2090,1178,912,2046,879,1167,1386,701,685
kerala,andaman & nicobar islands,1174,515,659,137,110,27,5,3,2,48,27,21,84,8,76,19,8,11,694,234,460,187,125,62
lakshadweep,jammu & kashmir,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
lakshadweep,himachal pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
lakshadweep,punjab,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
lakshadweep,chandigargh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,uttranchal,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,nct of delhi,42,30,12,14,14,0,0,0,0,3,3,0,0,0,0,0,0,0,10,1,9,15,12,3
lakshadweep,rajasthan,12,9,3,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0
lakshadweep,uttar pradesh,21,15,6,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,4,4,0
lakshadweep,bihar,6,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0
lakshadweep,sikkim,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,arunachal pradesh,5,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
lakshadweep,nagaland,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
lakshadweep,manipur,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
lakshadweep,mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,tripura,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,assam,6,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1
lakshadweep,west bengal,139,132,7,24,24,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,4,109,106,3
lakshadweep,jharkhand,7,6,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
lakshadweep,odisha,12,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0
